round_id,round_length,server_name,player_count,avg_skill
50596,552.97583599202,TTO,20,2415.06685624181
50597,1305.9743890399,TTO,25,379.716566987847
50598,1690.6782533564,TTO,21,2560.03383243777
50599,1413.4073718637,TTO,20,2457.7902550713
50600,3405.2040047832,TTO,30,356.761749817261
50602,1499.1146911569,TTO,20,2504.36243518777
50603,1038.5442274325,TTO,21,2550.15433482357
50604,752.47162265144,TTO,20,2767.93244420368
50605,3291.4863016345,TTO,27,384.91454066861
50606,858.30288952589,TTO,22,2631.68965771682
50607,645.70263071172,TTO,22,2415.57961821929
50608,676.22736568749,TTO,20,2204.63477172979
50609,733.02094064094,TTO,22,2225.61061750973
50610,1702.6637960635,TTO,21,2297.59707859582
50611,4688.9226322435,TTO,39,400.938017289341
50612,1691.8181328336,TTO,20,2235.40923528132
50613,2285.4926046189,TTO,25,327.307165866676
50614,1085.992154317,TTO,22,333.492796154747
50615,706.70707371831,TTO,24,336.245998754505
50616,2614.4818174662,TTO,22,2136.97415336352
50618,1424.097902637,TTO,22,2380.82120403873
50619,1212.5078012794,TTO,23,358.585043147229
50620,680.48516159132,TTO,20,2198.11014899285
50621,1960.4631510489,TTO,23,421.777565775827
50622,2243.4748991318,TTO,23,1902.73255542563
50623,1661.6349724941,TTO,23,399.499222135864
50624,885.2757450752,TTO,21,497.492644196622
50627,2005.3621583199,TTO,21,406.084149135232
50628,1705.8352887873,TTO,24,370.385723285487
50632,1060.030205844,TTO,24,2164.11068265716
50633,1305.5981034562,TTO,24,2013.10331476944
50634,4636.6111800671,TTO,28,408.691825089313
50636,1723.6518733911,TTO,21,1784.25419691622
50637,781.87990157679,TTO,23,2348.4642579039
50638,731.98950364068,TTO,21,2433.75610302549
50639,501.41999522597,TTO,22,2388.80744228915
50640,2136.743580319,TTO,24,2617.48344125004
50641,5477.4633068126,TTO,42,404.195422755686
50642,2163.9951523729,TTO,28,351.652229973719
50643,2727.2403604724,TTO,22,2648.61734679756
50644,1455.7069750726,TTO,20,2681.32777232377
50645,2171.9333030162,TTO,31,360.643553099654
50646,1873.4301807526,TTO,26,449.502359254464
50647,743.42543290928,TTO,22,459.813498868951
50648,3192.84381181,TTO,20,2544.67253565864
50649,830.20411770605,TTO,20,2768.54941908048
50650,979.22718409356,TTO,22,2766.37802078137
50651,2893.077886628,TTO,24,415.693670762296
50652,734.0599517934,TTO,21,2831.4509757509
50653,894.75960080326,TTO,23,363.685553037218
50654,788.72770768683,TTO,21,2804.96328929779
50656,645.06460156664,TTO,22,2967.68923573266
50657,1576.1871607639,TTO,28,363.234326299286
50658,972.01885505579,TTO,20,2989.79015780461
50660,447.13337053917,TTO,20,2918.21829103349
50661,864.35302850697,TTO,20,2694.5549803113
50662,1162.3795709293,TTO,20,2557.51206185535
50663,1292.2717518499,TTO,20,2304.88754433263
50664,4387.4305405989,TTO,32,379.977637042082
50665,660.68148523197,TTO,21,2180.98937842922
50667,1178.3068874385,TTO,21,2000.16245740705
50668,559.93420458399,TTO,21,381.85996859981
50669,1432.2396399062,TTO,22,2045.763077297
50670,1801.8300682809,TTO,25,437.983688703618
50671,1074.6626817696,TTO,21,1807.68264736774
50674,2377.4680698654,TTO,28,1825.30792078247
50675,1601.6569435038,TTO,22,1850.92890140197
50678,7203.4109780062,TTO,36,367.635817380833
50682,1345.7924879994,TTO,24,455.14645401652
50683,1575.5484982301,TTO,21,412.896468743285
50685,1334.5373600759,TTO,30,398.005274340527
50688,1685.4998422153,TTO,25,390.45833533042
50691,1786.0942552425,TTO,26,340.925797285281
50695,3111.7035599686,TTO,24,538.757244649639
50698,1647.9840180711,TTO,25,2295.06614784764
50699,599.485945947,TTO,21,2478.93307950084
50700,3087.8008904969,TTO,29,485.881525276029
50701,1379.5854912512,TTO,26,557.149901366113
50702,2167.7174769258,TTO,24,2633.98298011103
50704,561.76843578927,TTO,20,2455.11718583845
50705,1020.6765149869,TTO,20,2516.1896455597
50706,909.80135273701,TTO,20,2513.98310860303
50707,844.30260491744,TTO,20,2431.53252816162
50708,5157.3656062726,TTO,40,383.466640964723
50709,2920.4145868681,TTO,22,2237.94865460125
50710,1659.6953408103,TTO,21,289.349795788329
50711,1159.4497106411,TTO,21,2433.13905228884
50712,1529.9251049291,TTO,24,383.94724539865
50713,592.98238839768,TTO,20,2590.57291872868
50714,586.23513647728,TTO,20,2565.48283105543
50716,1271.2290150616,TTO,21,2568.76516869845
50717,1408.6832521558,TTO,21,373.89143389942
50718,1365.9427882154,TTO,20,2490.38563445347
50720,687.78142782021,TTO,22,2433.89375790861
50721,788.8838435933,TTO,20,2310.72680341629
50723,763.17444994859,TTO,20,2170.27326042142
50724,1980.6866586581,TTO,27,313.775192792857
50725,1226.9816961382,TTO,21,1954.85463331479
50726,1417.1568916067,TTO,20,2093.84776378504
50727,311.02993731201,TTO,20,1860.07087696181
50728,896.51018677466,TTO,21,1993.44536610295
50730,4503.4452308519,TTO,27,356.437394996235
50732,495.60187825933,TTO,21,1794.68244742184
50733,310.82223644853,TTO,20,1890.59908219085
50735,788.80496195517,TTO,22,1899.07217400864
50738,1185.120556626,TTO,21,1385.62568556729
50747,3864.8544820021,TTO,33,494.492816529479
50749,1273.7309608664,TTO,23,421.661377625679
50751,3975.0230338853,TTO,26,407.648151419712
50752,1689.2233486585,TTO,25,1916.24704469224
50753,1147.8383521894,TTO,20,393.517150768614
50754,1168.9108743444,TTO,23,414.780850035884
50755,988.88935811259,TTO,23,1874.76516221005
50756,816.99683859199,TTO,22,2472.04753442399
50757,1832.0057535963,TTO,23,421.66294003607
50758,793.80815519206,TTO,22,2687.46947720174
50760,839.11384351738,TTO,24,2408.32990831916
50762,309.90857293643,TTO,20,2457.36434290063
50763,847.91048122011,TTO,22,357.74568938289
50764,1226.5533028077,TTO,20,2494.73875563498
50765,1317.3460244196,TTO,22,340.724231012815
50766,1414.018565366,TTO,26,461.821737553846
50767,1258.0682744943,TTO,23,443.522406449355
50768,3631.0263891742,TTO,24,2601.16544707752
50769,1184.8607956804,TTO,25,415.553680056209
50770,785.27689704485,TTO,21,2677.8835352844
50771,1304.5783895142,TTO,21,427.746949006241
50772,1335.9044347815,TTO,22,2619.34643830776
50773,640.67868881114,TTO,20,2526.12978428954
50775,2099.2172662523,TTO,24,2599.04027511438
50777,1735.1445166245,TTO,20,2669.88706054749
50779,1254.0541270645,TTO,20,2149.62518551518
50780,2173.6538515734,TTO,29,498.1840914621
50781,1129.0605966486,TTO,21,2275.82422828114
50782,1063.040526866,TTO,21,2213.57915748379
50783,949.99961174279,TTO,21,2100.90796301865
50784,3497.785770623,TTO,33,508.735092612632
50785,1599.0868877862,TTO,22,2551.41852229616
50786,899.31604946591,TTO,21,1730.77929581101
50787,921.52844102308,TTO,22,1442.73304113577
50789,831.43898451887,TTO,24,1461.41249776308
50794,982.89750246145,TTO,23,1181.79306238899
50810,3580.2608176628,TTO,28,1345.89846454904
50811,1478.1373011507,TTO,20,1701.08875272259
50813,1167.7960495874,TTO,20,1922.76310808925
50814,798.61088061519,TTO,20,1781.69173000729
50815,949.14121899009,TTO,21,2025.15793010952
50816,811.25153638795,TTO,20,2109.67281445309
50817,4769.1678540073,TTO,38,397.345949281634
50818,680.20592482574,TTO,24,2278.4989341191
50819,980.91902524419,TTO,24,449.070549063648
50820,1000.707886884,TTO,23,470.592596226926
50821,1000.656316841,TTO,22,2343.95372939703
50822,947.94996370934,TTO,21,2298.92199510997
50823,195.01163008437,TTO,20,2192.8764414588
50825,108.47833639383,TTO,21,2168.9126738626
50826,953.44550315477,TTO,24,392.327319664918
50827,938.31284135953,TTO,21,2065.07139664357
50828,1302.3102468289,TTO,21,2219.55348208405
50829,1764.9548204169,TTO,26,425.763146868697
50830,1265.887493128,TTO,23,2159.65187124319
50831,1318.3228699006,TTO,22,484.831472420978
50832,626.37217952125,TTO,23,389.847269863712
50833,1567.6005161395,TTO,21,2210.16105842977
50834,1386.8619600069,TTO,21,404.39814310894
50835,1245.5280248597,TTO,22,2363.51236816804
50836,1256.9719553106,TTO,26,563.575024671071
50838,1289.9777787011,TTO,21,2381.04000400553
50840,1465.7382593174,TTO,27,482.718390567105
50841,2307.790360312,TTO,21,2006.20899151879
50842,1454.1540444428,TTO,21,2275.94476123915
50843,3328.6532574035,TTO,25,458.501817120935
50844,1561.7812357908,TTO,22,2560.70032075661
50845,2051.7447953131,TTO,22,362.025028649481
50846,2007.0103698336,TTO,20,2712.19106179683
50848,1770.7621195149,TTO,24,423.739315321378
50849,2721.5631849896,TTO,22,2869.51518399035
50850,1631.1119006407,TTO,28,381.421557610583
50851,3051.4424988152,TTO,22,2565.42847192075
50852,3161.3368626228,TTO,26,411.040204586845
50853,1503.235521405,TTO,21,2433.39828084178
50854,1039.0414202474,TTO,23,453.611176244645
50855,456.10192528367,TTO,20,1760.6606321761
50856,776.86734955572,TTO,21,1756.33493670267
50858,927.96492575854,TTO,21,1780.40460584888
50859,1955.2580454648,TTO,23,196.61168269518
50860,1439.3184792288,TTO,27,2034.15447833485
50861,535.06879751803,TTO,21,1979.2782924316
50864,1710.2469866369,TTO,22,2101.91301538862
50865,2398.0522043463,TTO,27,265.492378533116
50866,1655.209589839,TTO,20,2196.07019125755
50875,2520.5285088625,TTO,26,1060.4065796738
50877,1019.286890287,TTO,22,1618.58213351476
50879,917.89183360059,TTO,21,1239.94853188573
50881,795.75773104466,TTO,21,1627.98231419446
50882,481.07515156828,TTO,25,1606.34685969784
50885,1585.3551947977,TTO,21,1622.93809887719
50886,1305.4784205239,TTO,23,2052.87986567302
50887,989.07308384217,TTO,21,2402.91328697322
50888,3755.4617961179,TTO,29,321.61470647577
50889,715.695247286,TTO,22,2776.21186625017
50890,730.81041790359,TTO,20,2663.96344184665
50891,237.5582546033,TTO,20,2720.54614349323
50892,1269.7296437202,TTO,20,2669.23742508278
50893,547.09367888607,TTO,23,2402.96383709484
50894,3824.5256592557,TTO,31,306.682870038533
50895,1246.2864271831,TTO,21,2493.99363194314
50896,1047.5799802989,TTO,24,347.299262314709
50898,1288.6356319785,TTO,21,2463.06345097706
50899,980.05074412003,TTO,21,396.17719501118
50900,944.81722351536,TTO,23,372.486119071479
50901,1581.0142681878,TTO,21,2547.72093094802
50902,1606.281416107,TTO,21,2672.32107619568
50903,2482.796079224,TTO,24,411.5726647719
50904,786.42221673392,TTO,20,2659.31390166527
50905,547.84438616037,TTO,20,2644.36558126579
50906,1202.9700005818,TTO,21,528.994722858283
